ID,Band_Name,Country,Band_Status,Band_Formation,Band_Genre,Band_Theme,Band_Active_Status
11847,Virtual Pain,France,Changed name,1992,Alternative,N/A,1992-1994| 1994-? (as Horresco Referens)
11848,Virtual Voyage,Slovakia,Split-up,2001,Alternative,Mentality| Human Freedom,2001-2007
11849,Virulent Gestation,Canada,Active,2008,Dance,Gore| Torture| Sadomasochism,2008-present
11850,Virus,Australia,Unknown,N/A,Alternative,N/A,N/A
11851,Virus of Ideals,United States,Active,2015,Pop,N/A,2015-present
11852,Virus of Koch,Greece,Active,1997,Rock,Pessimism| Misanthropy| Occultism,1994-1997 (as Carrion)| 1997-2004| 2009-present
11853,Virus of Predacity,China,Changed name,2005,Alternative,Pornography,2005-2009| 2009-present (as Nervous of Disgorge)
11854,Viscera Infest,Japan,Active,1999,Rock,Pathology| Gore| Disease,1999-present
11855,Viscera Trail,Israel,Active,2002,Rock,Sickness| Gore| Accidents,2002 (as Severely Bashed)| 2002-present
11856,Visceral Bleeding,Sweden,Active,1999,Alternative,Revenge| Hate| Murder,1999-present
11857,Visceral Damage,Spain,Active,1998,Alternative,Gore| Death| Murder,1998-present
11858,Visceral Decay,Ecuador,Active,2010,Rock,Gore| Torture| Cannibalism| Apocalypse,2010-present
11859,Visceral Evisceration,Austria,Changed name,1991,Rock,Gore| Horror| Necrophilia| Cannibalism,1991-1995| 1995-1996 (as As I Lay Dying)
11860,Visceral Hatred,United Kingdom,Active,2013,Pop,Death| Gore| Violence| Rape| Perversion,2013-present
11861,Visceral Infection,Poland,Split-up,2007,Rock,Death| Gore,2007-2009
11862,Visceral Stagnance,United States,Split-up,2003,Pop,N/A,2003-?
11863,Visceral Tumor,Spain,Active,1992,Rock,Gore,1992-1995| 2009-present
11864,Vision Eyes,Indonesia,Active,1999,Rock,Social Criticism| Injustice| Revolution| Positive Moral Messages,1999-present
11865,Vitales Exsequiae,Italy,Active,2007,Rock,N/A,2007-present
11866,Vivisection,Germany,Split-up,1996,Pop,Maggots| Guts'n Gore,1996-?
11867,Vivisection,United States,Split-up,2005,Alternative,Violence| Inner struggles,2005-?
11868,Voice of Blood,Germany,Split-up,1998,Rock,History| Leadership,1998-?
11869,Voice of Dissension,United States,Split-up,2003,Alternative,Death| Vengeance| Darkness| Hate| Destruction,2003-2008
11870,Voice of Reason,France,On hold,2003,Pop,N/A,2003-present
11871,Voice of Trepidation,United States,Unknown,2008,Pop,N/A,2008-?
11872,Voiceless Minority,Austria,Active,2006,Rock,N/A,2006-present
11873,Voices,United Kingdom,Active,2012,Rock,Jealousy| Sex,2012-present
11874,Voices of Decay,Italy,Active,1997,Rock,Modern Society| Personal Thoughts| Mysticism| Darkness,1995-1997 (as Tombstone)| 1997-present
11875,VoidCeremony,United States,Active,2013,Alternative,Dark Spiritualism| Anti-Religion| Occultism| Philosophy,2013-present
11876,Voiden,Brazil,Active,2014,Rock,N/A,2014-present
11877,Voidhanger,Poland,Active,2010,Rock,Satanism| Misanthropy| Negativity,2010-present
11878,Voidkush,Spain,Active,2013,Rock,N/A,2013-present
11879,Voidnaga,Malaysia,Active,2015,Pop,N/A,2015-present
11880,Vokyl,Bulgaria,Active,2009,Rock,N/A,2009-present
11881,Volfgarn,United Kingdom,Active,2012,Alternative,Paganism| Nature| Viking Mythology,2012-2014 (as Jorgh Drunnar)| 2014-present
11882,Volsung,United States,Active,2006,Pop,Vikings,2006-present
11883,Volucrine,Finland,Active,2014,Dance,Longing| Sorrow| Life| Love| Death,2009-2014 (as V)| 2014-present
11884,Vomirthos,Finland,Changed name,2003,Pop,Blasphemy| Death| Hate,2003-2006| 2011-2012 (as Skullpit)
11885,Vomit,United States,Active,N/A,Pop,N/A,N/A
11886,Vomit Breath,International,Split-up,2013,Pop,N/A,2013-2015
11887,Vomit Death,United States,Split-up,2004,Soundtrack,War| Philosophy| Life,2004-?
11888,Vomit Your Brain,Poland,Active,2010,Pop,Gore| Sickness| Corpses,2010-present
11889,Vomited Broth,Hungary,On hold,2002,Pop,Gore| sexual perversions| death| politicians,2002-?
11890,Vomitron,United States,Active,2002,Rock,Instrumental,2002-present
11891,Vomitus,United States,Split-up,1995,Pop,N/A,1995-1998
11892,Vorax Virosus,Belgium,Active,2012,Pop,Gore| Violence,2012-present
11893,Vorgormorth,United States,Active,2000,Pop,Battles| Folklore| Paganism,2000-2008
11894,Vormit,Malaysia,Active,1991,Pop,N/A,1991-present
11895,Voron,France,Active,2013,Pop,N/A,2013-present
11896,Vortex,Bulgaria,Split-up,2003,Rock,N/A,2003-2009
11897,Vortex,Canada,Active,1998,Alternative,N/A,1998-present
11898,Vortex,United Kingdom,Active,2009,Pop,Death| Violence,2009-present
11899,Vortex Syndrome,United Kingdom,Split-up,2003,Rock,N/A,2003-?
11900,Vows in Ashes,United States,Active,2003,Alternative,N/A,2003-present
11901,Vox Interium,Poland,Split-up,1997,Alternative,War| Violence| Death,1997-?
11902,Voyage of Slaves,United States,Split-up,2008,Dance,N/A,2008-2014
11903,VS777,Portugal,Active,2000,Alternative,Chaos| Cosmos| Reprogramming Mankind,2000-present
11904,Vulcano,Brazil,Active,1980,Alternative,Occultism| Death| Evil| Metal,1980-1981 (as Astaroth)| 1980-1991| 1996-present
11905,Vulnerable,Peru,Active,2008,Alternative,N/A,2008-present
11906,Vulpecula,United States,Split-up,1994,Alternative,Astronomy| Esoterica,1994-1999
11907,Vulvapest,Chile,On hold,2006,Alternative,Blasphemy| Nuns| Perversion| Insanity,2006-present
11908,Vulvathrone,Slovenia,Active,2003,Alternative,Sex| Perversion,2003-present
11909,Vuohi,Finland,Active,2002,Alternative,Inner struggles| Death| Chaos| War| Occult| Nordic mysticism| Anti-religion,2002-present
11910,VX,Russia,Split-up,2005,Rock,N/A,?-2005 (as Vivid X)| 2005-2011
11911,Vômito,Brazil,Split-up,1993,Alternative,Sicknesses| Gore| Death| Mutilation,1993-?
11912,Völksmerink,United States,Active,2008,Alternative,Hate| Personal Feelings,2008-present
11913,Vörnagar,United States,On hold,2003,Alternative,Mythology| Battle| Blasphemy,2002-2003 (as Arcanum)| 2003-present
11914,W.A.I.L.,Finland,Active,2006,Dance,N/A,2006-present
11915,W.A.K.O.,Portugal,Active,2001,Alternative,Politics| Existentialism| Religion| Individualism,2001-present
11916,Wage the War,United States,Active,2005,Alternative,N/A,2005-present
11917,Wake Arkane,Italy,Active,2008,Alternative,N/A,2005-2008 (as The Wake)| 2008-present
11918,Waldensis,Switzerland,Active,N/A,Alternative,N/A,N/A
11919,Waldheim,Spain,Split-up,1999,Alternative,Life| Love| Sorrow| Loneliness,1999-2013
11920,Walk Away Alpha,United States,Active,2004,Alternative,N/A,2004-present
11921,Walking Corpse Syndrome,United States,Active,2007,Alternative,N/A,2007-present
11922,Wall of Water,United States,Active,2014,Rock,N/A,2014-present
11923,Walpurgis Night,Brazil,Split-up,1998,Alternative,Occultism,1998-?
11924,Wanderer of the Waste,United States,Active,2014,Alternative,Death| Sorrow| Loneliness| Cosmos| Introspection| Adventure| Post-apocalypse,2014-present
11925,Wandersword,Russia,Split-up,2006,Rock,Tales| Vikings|,2005-2006 (as Scald Galirad)| 2006-2010| 2012 (as Ковля)| 2012-2015
11926,Wanted for Murder,Mexico,Active,2007,Rock,Gore,2007-present
11927,War Command,Canada,Active,2004,Alternative,War| History| Battle| Victory,2004-present
11928,War Theory,United States,Unknown,2003,Rock,N/A,2003-?
11929,Warchild X,Germany,Split-up,2000,Rock,N/A,1995-2000 (as Decay)| 2000-?
11930,Warchitect,Netherlands,Active,1998,Alternative,Personal struggles| History| War,1998-present
11931,Warcry,Greece,Active,2008,Rock,War| Battles,2008-present
11932,Ward,Finland,Active,2005,Rock,N/A,2005-present
11933,Wardenclyffe,United Kingdom,Split-up,2013,Rock,Supernatural| Horror| Stories,2013-2015
11934,Warfield Within,Germany,Active,2005,Alternative,N/A,2001-2005 (as Khaosick)| 2005-present
11935,Warg,Spain,Active,2013,Elektroniskt,Personal| Fantasy| Darkness| Critical,2013-present
11936,Wargasm,France,On hold,2003,Alternative,N/A,2003-?
11937,Warhammer,Germany,Active,1994,Alternative,Death| War| Terror| Macabre,1994-2001| 2006-present
11938,Warpstone,France,Active,2012,Alternative,Darkness| Occultism| Fantasy| Magic,2012-present
11939,Wartoke,United States,Unknown,2005,Alternative,Weed| Gore| Torture,2005-?
11940,Wasted Heroes,Ukraine,Active,2009,Alternative,N/A,2009-present
11941,Wasted Land,Saudi Arabia,Active,2005,Alternative,Wars and personal struggle,2005-present
11942,Wasted Shells,Sweden,Split-up,2006,Alternative,Violence| War,2006-2015
11943,Wastegate,United States,Active,2008,Alternative,Arrogance| Drugs| Government| Vengeance,2008-present
11944,Wasteland,Germany,Active,2002,Alternative,N/A,2002-present
11945,Wasteland Skills,Sweden,Active,2008,Elektroniskt,N/A,2008-present
11946,Wasting the Day,United States,Unknown,N/A,Rock,N/A,N/A
11947,Watch Me Bleed,Germany,Active,2006,Alternative,N/A,2006-present
11948,Watch My Fall,Ukraine,Changed name,2005,Alternative,N/A,2005-2011| 2011-2014 (as For Gallows)| 2014-present (as Juracana)
11949,Watch Them Burn,Italy,Active,N/A,Alternative,N/A,N/A
11950,We Are Legion,United States,Active,2008,Alternative,N/A,2008-present
11951,We Are Tyrants,United Kingdom,Active,2012,Rock,N/A,2012-present
11952,We Are Wolf,Germany,Active,2008,Alternative,N/A,2000-2008 (as Eat Unda Table)| 2008-present
11953,We Found the Body,Canada,Active,N/A,Rock,Gore| Sickness| Violence,N/A
11954,We Knew John Doe,Luxembourg,Active,2010,Alternative,N/A,2010-2014| 2016-present
11955,Weaken the Adversary,United States,Active,2005,Rock,N/A,2002-2005 (as Deviant)| 2005-2006| 2014-present
11956,Weeping Birth,Switzerland,Active,1999,Rock,Anti-Christian| Death| Vampirism,1999-present
11957,Weeping Silence,France,Changed name,1997,Alternative,N/A,1997-1998| 1998-? (as Indrâzor)
11958,Weird State,Germany,Split-up,N/A,Alternative,N/A,N/A
11959,Weirding Way,United States,Split-up,2000,Rock,Science Fiction| Frank Herbert's Dune,2000-2005
11960,Weirdream,Italy,Active,1995,Rock,N/A,1995-present
11961,Western Decay,Australia,Split-up,2005,Rock,N/A,2005-2008
11962,Wewelsburg,Russia,Active,2002,Rock,National Socialism,2002-present
11963,Weyland,Germany,Active,1999,Rock,N/A,1999-present
11964,Wezen,United Kingdom,Active,N/A,Alternative,Instrumental,N/A
11965,What Thou Will,United States,Active,2004,Alternativ vuxen,Death| Evil,2004-present
11966,When All Light Dies,Netherlands,Split-up,2008,Rock,N/A,2008-2012
11967,When Blood Burns,Belgium,Active,2006,Alternative,N/A,2006-present
11968,When Nothing Remains,Sweden,Active,2010,Rock,Sorrow| Love| Tragedy,2010-present
11969,When Thoughts Reside,United States,Active,2005,Rock,N/A,2005-present
11970,Where She Wept,United States,Split-up,1996,Rock,Anti-Christianity,1996-2014
11971,Whiskey Funeral,United States,Active,2010,Rock,N/A,2010-present
11972,Whispering Forest,Estonia,Split-up,1995,Rock,Nature| Sorrow| Insanity| Death,1995-?
11973,Whispering Gallery,Netherlands,Split-up,1995,Alternative,Loneliness| Pain,1995-2008
11974,Whiten Cinders,Mexico,Active,1996,Dance,N/A,1996-present
11975,Who Dies in Siberian Slush,Russia,Active,2003,Rock,Siberian nature| Alcohol| Depression,2003-present
11976,Whore Corpse,Colombia,Active,2006,Pop,Gore| Disease| Sickness| Murder,2006-present
11977,Whore of Bethlehem,United States,Active,2009,Alternative,Satanism| Murder| Hatred| Armageddon,2009-present
11978,Whore Torture,United States,Active,2012,Alternative,Whore| Gore| Porn,2012-present
11979,Whorebath,United States,Split-up,2011,Pop,Torture| Gore| Rape| Perversion,2011-2013
11980,Whoredom,Spain,Active,2013,Rock,War| Misanthropy| Extinctionism,2013-present
11981,WhoreMastery,United States,Active,2003,Alternative,Whores| Disgust| Anger,2003-present
11982,Whoretopsy,Australia,Active,2011,Pop,Murder Stories| Gore| Misogyny| Perverted Humour| Necrophilia| Fetishism| Love,2011-present
11983,Whorion,Finland,Active,2009,Alternative,Death| Elitism| Universe| Supreme Tyranny,2009-present
11984,Why Angels Fall,Portugal,Active,1997,Alternative,Philosophy| Theology| Loss,1997-? (as Te Devm)| ?-? (as The Children of Lir)| ?-present
11985,Why She Kills,Netherlands,Split-up,2006,Alternative,N/A,2006-2009
11986,Wicked,Sweden,Split-up,2006,Alternative,Death| Anti-religion,2006-2010
11987,Widow the Sea,Australia,Active,2008,Alternative,Darkness| Horror,2008-present
11988,Wild Demise,Mexico,On hold,2007,Pop,Epic Battles| Fantasy,2007-2016
11989,Willig,Czech Republic,Active,N/A,Alternative,N/A,N/A
11990,Winding,Russia,Active,2008,Alternative,N/A,2008-present
11991,Windy City Slaughter,Canada,Active,2012,Alternative,N/A,2012-present
11992,Wine from Tears,Russia,Active,2002,Alternative,Depression| Pain| Sorrow| Loss,2002-present
11993,Wings of Thanatos,Australia,Active,2014,Alternative,N/A,2014-present
11994,Winter Bestowed,Canada,Split-up,1997,Alternative,Abstract| Chaos,1997-2011
11995,Winter Siege,Netherlands,Changed name,2006,Alternative,War| Violence| History,2006-2010| 2010-present (as Praetor)
11996,Winter Whispers,Portugal,Split-up,1996,Alternative,Medieval| Gothic| Soul,1996-?
11997,Winterbreed,Italy,Active,2014,Alternative,Relationships| Philosophy| Psychological Matters,2014-present
11998,Wintereve,France,Active,2013,Alternative,Sorrow| Despair| Introspection,2013-present
11999,Winterfallen,United States,Split-up,2006,Rock,Sorrow| Nature| Strife,2006-2010
12000,Wintermoon,Poland,Active,1996,Alternative,N/A,1996-present
12001,Wintermute,Spain,Active,2000,Alternative,Sorrow| Darkness| Suicide,1996-2000 (as Insania)| 2000-present
12002,Winters Dying Breath,United States,Changed name,1996,Pop,N/A,1996-? (as Course of Ruin)| ?-2007| 2007-2008 (as Inferium)| 2008 (as Forsaken Kingdom)| 2008-present (as Obsidian)
12003,Wintersfear,United States,Active,N/A,Soundtracks,N/A,N/A
12004,Wintershadows,Poland,Split-up,1993,Alternative,Sorrow| Pain| Agony,1992-1993 (as Happy Dead)| 1993-?
12005,Wintternal,Portugal,Active,2010,Alternative,Self Criticism| Destruction,2007-2010 (as Silver Bullets)| 2010-present
12006,WirgHata,Russia,Split-up,2008,Alternative,Phobias| Despair,2008-2013
12007,Wisdom Gone,Canada,Split-up,N/A,Rock,Death| Violence,N/A
12008,Wisdom Without Worship,United Kingdom,Active,2009,Alternative,Darkness| Nature| Philosophy| Strength,2009-present
12009,Wishyouweredead,Netherlands,Unknown,2003,Rock,Violence,2003-?
12010,Witch Cult,United States,Active,2012,Alternative,Blasphemy| Satanism| Occultism| Demonic Lust,2012-present
12011,Witchrist,New Zealand,Active,2008,Dance,Rituals| Death| Occultism,2006-2008 (as Blood Conquest)| 2008-2014| 2015-present
12012,With Burning Contempt,United States,Active,2012,Alternative,N/A,2012-present
12013,With Eyes Sewn Shut,United States,Active,2005,Rock,N/A,2005-present
12014,With Faith or Flames,United States,Active,2004,Alternative,Christianity (early) Wars| Politics| Death (later),2004-present
12015,With Passion,United States,Split-up,2002,Alternativ vuxen,Insanity| Social Problems| Life,2002-2007
12016,With Us It Ends,United States,Unknown,2006,Alternative,N/A,2006-?
12017,Withdrawn,France,Active,2004,Rock,N/A,2004-present
12018,Withered,Germany,Split-up,2009,Alternative,Life| Personal issues| Human thinking,2004-2009 (as Düsterwald)| 2009-2012
12019,Withered Beauty,Sweden,Split-up,1993,Alternative,Darkness,1993-?
12020,Withered Within,Finland,Active,2004,Alternativ vuxen,N/A,2004-present
12021,Withering Eternity,Germany,Active,2004,Pop,N/A,2004-present
12022,Withering Spring,United States,Split-up,1995,Alternative,N/A,1995-?
12023,Withering Youth,United States,Changed name,2004,Alternative,N/A,2004-2009| 2009-present (as Tragic Death)
12024,Witherscape,Sweden,Active,2013,Alternativ vuxen,Life| Death| Feelings| Nostalgia,2013-present
12025,Withersoul,United States,Split-up,2002,Alternative,Misery| Sadness| Despair| Lamentation,2002-?
12026,Within a Mind,United States,Active,2005,Alternative,N/A,2005-present
12027,Within Our Gates,United States,Active,2009,Alternativ vuxen,N/A,2009-present
12028,Without a Name,Japan,Active,2006,Alternative,N/A,2006-present
12029,Without Mercy,Canada,Active,2004,Soundtracks,N/A,2004-present
12030,Without Virtue,United States,Split-up,2005,Alternative,N/A,2005-2007
12031,WithoutMind,Colombia,Active,2007,Alternativ vuxen,N/A,2007-present
12032,Woccon,United States,Active,2011,Alternative,Depression| Sorrow and Nature,2011-present
12033,Woebegone Obscured,Denmark,Active,2003,Alternative,Dark Nature| Occultism| Melancholy| Suicide,2003-present
12034,Wolf Baned,United States,Unknown,2005,Rock,Gore,2005-?
12035,Wolfheart,Finland,Split-up,1997,Alternative,Depression| Nature,1997 (as Auroral)| 1997-?
12036,Wolfkrieg,Russia,Active,2009,Alternative,National Socialism| War| Paganism,2009-present
12037,Wolflord,United States,Unknown,1995,Alternative,Satanism| Self worship| Death| Indulgence| Hatred,1995-?
12038,Wolfpit,Switzerland,Active,2004,Alternative,N/A,2004-present
12039,Wolves Among Sheep,United States,Active,2006,Rock,N/A,2006-present
12040,Wolves and Jackals,United States,Active,2009,Dance,N/A,2009-present
12041,Womb of Decay,Turkey,Active,2010,Alternative,Space| Perfect Vacuum| Nihilism| Death,2010-present
12042,World Downfall,Germany,Active,1998,Alternative,Society issues| Hate| Violence,1998-1999 (as Ante Mortem)| 1999-present
12043,Wormeaten,Colombia,Split-up,2001,Pop,Gore| Sickness| Torture| Sadism,2001-2007
12044,Wormed,Spain,Active,1998,Rock,Astronomy| Astrophysics| Psychosis| Science| Sci-Fi| Biology| Human Evolution,1998-present
12045,Worms of Vomit,India,Active,2014,Rock,N/A,2014-present
12046,Wormwood Prophecy,United States,Split-up,2008,Rock,N/A,2008-?
12047,Worship Factory,Finland,Split-up,2000,Alternative,Christianity,2000-?
12048,Worship the Infinite,France,Active,2015,Alternative,N/A,2015-present
12049,Wrath and Rapture,United States,Changed name,2007,Alternative,Darkness,2007-2012| 2012-present (as Ultraverser)
12050,Wrath and Ruin,United States,Active,2007,Pop,Sci-Fi| Conspiracy| Darkness,2007-present
12051,Wrath of Man,United States,Unknown,2004,Rock,N/A,2004-?
12052,Wrath of the Tyrant,Mexico,Active,2009,Pop,War| Destruction| Death,2009-2011| 2013-present
12053,Wrath of the Tyrant,United States,Split-up,2008,Rock,N/A,2008-2011
12054,Wrath Within,Spain,Active,2009,Rock,N/A,2009-present
12055,Wrenchneck,United States,Active,N/A,Dance,N/A,N/A
12056,Wretched,United States,Active,2005,Rock,Death| Apocalypse| Society| War| Dishonesty of Life,2005-present
12057,Writhen,United States,Active,2003,Rock,Death,2003-present
12058,Wrought of Obsidian,United States,Active,2008,Alternative,Fantasy| Battles,?-2005 (as Scarline)| 2005-2008 (as Hyperion)| 2008-present
12059,Wrvth,United States,Active,2007,Rock,Darkness| Philosophy| Existencialism| Anti-Religion| Esoteric,2007-2013 (as The Wrath of Vesuvius)| 2013-2015 (as Wrath of Vesuvius)| 2015-present
12060,Wulfshon,Argentina,Active,2004,Alternative,Nature| the Universe| Mythology| Philosophy,2004-present
12061,Wydfara's Prophecy,Austria,Split-up,2005,Alternative,N/A,2005-?
12062,X| Y| Z,Czech Republic,Active,2000,Pop,N/A,2000-present
12063,X-box Murder,Ukraine,Active,2006,Pop,Darkness| Devastation,2006-present
